Date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
199111,0.3513,0.9092,2.1209,0.3241,0.843,1.5966
199112,0.3494,0.9092,2.1066,0.3189,0.8439,1.5917
199201,0.3474,0.9073,2.0986,0.3163,0.8448,1.598
199202,0.3474,0.9069,2.1492,0.319,0.8459,1.6194
199203,0.3491,0.9067,2.1593,0.3198,0.8478,1.63
199204,0.3525,0.9081,2.1475,0.3212,0.8481,1.6343
199205,0.355,0.9086,2.1588,0.3241,0.8463,1.6429
199206,0.3555,0.9094,2.1823,0.323,0.8464,1.642
199207,0.2584,0.6789,1.5147,0.2325,0.6811,1.2759
199208,0.2587,0.679,1.5053,0.2313,0.6805,1.2669
199209,0.2609,0.6798,1.4936,0.2307,0.6806,1.257
199210,0.2614,0.6799,1.4859,0.2332,0.68,1.255
199211,0.2606,0.6787,1.4741,0.2331,0.6797,1.2593
199212,0.2604,0.679,1.4731,0.2339,0.6794,1.2692
199301,0.2616,0.6792,1.4824,0.2358,0.6788,1.2718
199302,0.2636,0.6794,1.4981,0.2381,0.6795,1.2797
199303,0.2668,0.6814,1.5047,0.2407,0.6802,1.2753
199304,0.2675,0.6825,1.5111,0.2417,0.6793,1.2799
199305,0.2677,0.6831,1.5027,0.2429,0.6793,1.2825
199306,0.2662,0.6821,1.5068,0.243,0.6785,1.2832
199307,0.2443,0.6037,1.3122,0.2442,0.6107,1.0285
199308,0.2446,0.6046,1.2985,0.2459,0.6112,1.0279
199309,0.2447,0.6039,1.2974,0.2461,0.6114,1.0272
199310,0.2443,0.6042,1.3091,0.2462,0.6127,1.0272
199311,0.2434,0.6043,1.3089,0.2451,0.6122,1.0264
199312,0.2438,0.6039,1.3055,0.2433,0.6115,1.0269
199401,0.2454,0.6036,1.3151,0.244,0.6107,1.0179
199402,0.2452,0.6033,1.3167,0.2448,0.6105,1.0198
199403,0.2468,0.6022,1.3123,0.2446,0.6094,1.0212
199404,0.2482,0.603,1.3177,0.2453,0.6095,1.019
199405,0.2499,0.6027,1.3273,0.2446,0.6097,1.0195
199406,0.2493,0.6025,1.3265,0.246,0.6094,1.0211
199407,0.2151,0.506,1.0411,0.2245,0.4989,0.8116
199408,0.2143,0.506,1.0482,0.2249,0.4992,0.8099
199409,0.2132,0.5054,1.0515,0.2239,0.4992,0.8084
199410,0.2132,0.5052,1.042,0.2231,0.4998,0.8089
199411,0.2136,0.5047,1.037,0.2227,0.4999,0.8096
199412,0.2138,0.5045,1.0291,0.2217,0.5002,0.8104
199501,0.2148,0.5045,1.0311,0.2219,0.5005,0.8113
199502,0.2154,0.5046,1.027,0.2223,0.5011,0.8103
199503,0.216,0.5048,1.0334,0.2224,0.5006,0.8114
199504,0.2159,0.5042,1.0364,0.2223,0.5003,0.8123
199505,0.2169,0.5042,1.0463,0.2228,0.5002,0.8138
199506,0.2165,0.5045,1.0516,0.2222,0.5007,0.8136
199507,0.2477,0.5655,1.0932,0.2444,0.5454,0.9234
199508,0.2467,0.5656,1.0942,0.2445,0.5448,0.9233
199509,0.2468,0.5662,1.0946,0.244,0.5454,0.9246
199510,0.2467,0.5663,1.0959,0.2435,0.5457,0.925
199511,0.247,0.5675,1.0949,0.2427,0.5457,0.925
199512,0.2454,0.5674,1.0912,0.2417,0.5455,0.9238
199601,0.2446,0.5675,1.0911,0.2425,0.5444,0.9232
199602,0.2458,0.5667,1.0901,0.2418,0.544,0.9237
199603,0.2458,0.5658,1.0888,0.2414,0.5434,0.9234
199604,0.2463,0.5659,1.0875,0.2417,0.5433,0.9201
199605,0.2461,0.5648,1.0792,0.2417,0.5426,0.9208
199606,0.2449,0.5641,1.0778,0.2408,0.5432,0.9205
199607,0.1967,0.496,0.9935,0.2024,0.4753,0.8364
199608,0.2001,0.4968,0.9877,0.2024,0.4748,0.8342
199609,0.1992,0.4967,0.9882,0.2024,0.475,0.8351
199610,0.1982,0.4965,0.9867,0.2018,0.4745,0.8365
199611,0.1995,0.4977,0.9848,0.2022,0.4757,0.8364
199612,0.2011,0.4982,0.9819,0.2019,0.4763,0.8362
199701,0.2009,0.498,0.9822,0.2022,0.4756,0.8365
199702,0.2005,0.4979,0.9827,0.2017,0.4749,0.8359
199703,0.2027,0.4999,0.9825,0.202,0.4762,0.8363
199704,0.2044,0.5002,0.9794,0.2033,0.4746,0.837
199705,0.2054,0.5024,0.9772,0.2015,0.4747,0.8348
199706,0.2051,0.5011,0.9777,0.2012,0.4734,0.8344
199707,0.1931,0.4705,0.9264,0.1897,0.4498,0.8267
199708,0.1941,0.4712,0.9267,0.1898,0.4508,0.827
199709,0.1943,0.4706,0.9279,0.1913,0.4502,0.8249
199710,0.1938,0.4709,0.9291,0.1918,0.4505,0.8254
199711,0.194,0.4715,0.9286,0.1908,0.4513,0.8232
199712,0.1946,0.4727,0.9257,0.1905,0.452,0.823
199801,0.194,0.4743,0.9201,0.191,0.453,0.8216
199802,0.193,0.4737,0.9241,0.1896,0.4526,0.8243
199803,0.1939,0.4734,0.9256,0.1891,0.4528,0.8255
199804,0.1934,0.4732,0.9294,0.1881,0.4536,0.8273
199805,0.1942,0.4727,0.9288,0.188,0.4526,0.824
199806,0.1951,0.4734,0.9294,0.1881,0.4528,0.8289
199807,0.1838,0.4144,0.826,0.1568,0.3917,0.7043
199808,0.1839,0.4142,0.8295,0.1562,0.3915,0.7065
199809,0.1857,0.4149,0.8254,0.1562,0.392,0.7042
199810,0.1843,0.4146,0.8243,0.1553,0.3943,0.7064
199811,0.1848,0.414,0.8212,0.156,0.3921,0.7043
199812,0.1835,0.413,0.8201,0.1551,0.3913,0.705
199901,0.1834,0.4124,0.8197,0.154,0.3926,0.7059
199902,0.1819,0.411,0.8225,0.1521,0.3926,0.7072
199903,0.182,0.412,0.8289,0.1526,0.3917,0.7074
199904,0.1808,0.4105,0.8301,0.1508,0.3915,0.7083
199905,0.1813,0.4097,0.8305,0.1533,0.3903,0.7045
199906,0.182,0.4105,0.8323,0.1537,0.3912,0.7064
199907,0.1917,0.4834,1.0994,0.1413,0.4487,0.9895
199908,0.1918,0.4834,1.0993,0.1418,0.4498,0.9898
199909,0.1912,0.4844,1.0973,0.1394,0.4497,0.9873
199910,0.1909,0.4839,1.1029,0.1391,0.4482,0.9885
199911,0.1892,0.4835,1.0896,0.1386,0.4458,0.9966
199912,0.1859,0.4821,1.0859,0.1359,0.4444,0.9894
200001,0.1844,0.4798,1.0831,0.1338,0.4429,0.9826
200002,0.1855,0.483,1.0867,0.1355,0.442,0.9876
200003,0.1831,0.4805,1.0746,0.1334,0.4402,0.9804
200004,0.1859,0.4817,1.0803,0.1339,0.4434,0.9564
200005,0.1903,0.4809,1.0647,0.1362,0.4462,0.9608
200006,0.1943,0.4816,1.0657,0.1383,0.4475,0.9583
200007,0.1728,0.5705,1.3284,0.128,0.5178,1.1995
200008,0.1777,0.571,1.3286,0.1298,0.5187,1.1867
200009,0.1774,0.5701,1.3126,0.1292,0.5185,1.188
200010,0.1802,0.5704,1.3079,0.1315,0.5209,1.1685
200011,0.1852,0.5691,1.3072,0.1337,0.5205,1.1692
200012,0.193,0.5716,1.2944,0.1377,0.5232,1.1557
200101,0.1993,0.5715,1.2795,0.1416,0.5241,1.1444
200102,0.1928,0.5711,1.3032,0.1398,0.5207,1.0958
200103,0.1986,0.5722,1.3097,0.1458,0.523,1.1015
200104,0.2032,0.5723,1.3175,0.1493,0.5227,1.0986
200105,0.2017,0.5715,1.3286,0.1475,0.5222,1.1032
200106,0.2013,0.5717,1.337,0.1482,0.5225,1.0989
200107,0.2011,0.56,1.689,0.1608,0.5198,1.2678
200108,0.2034,0.5632,1.678,0.1612,0.5208,1.2858
200109,0.2049,0.5639,1.6959,0.1621,0.5208,1.2865
200110,0.2076,0.5657,1.6822,0.1609,0.5233,1.292
200111,0.2056,0.5625,1.6753,0.1601,0.5234,1.2803
200112,0.2043,0.563,1.6763,0.1597,0.5238,1.2796
200201,0.2048,0.563,1.6718,0.1614,0.5235,1.2797
200202,0.2052,0.5641,1.6564,0.1616,0.5242,1.271
200203,0.2069,0.5656,1.6526,0.1622,0.5226,1.2633
200204,0.2076,0.5652,1.6545,0.1639,0.523,1.2606
200205,0.2103,0.5658,1.675,0.1654,0.5238,1.2538
200206,0.2118,0.5675,1.6739,0.1662,0.5243,1.2515
200207,0.2311,0.5419,1.2597,0.1933,0.5209,0.997
200208,0.231,0.5431,1.2544,0.1913,0.5207,0.9943
200209,0.2303,0.5432,1.2424,0.1906,0.5218,0.9944
200210,0.2301,0.5434,1.239,0.19,0.5216,0.9879
200211,0.2278,0.5424,1.233,0.1894,0.5217,0.9914
200212,0.2281,0.5416,1.2299,0.19,0.5219,0.9903
200301,0.2288,0.5428,1.2237,0.1901,0.5237,0.9953
200302,0.2283,0.5431,1.2293,0.1898,0.523,0.9962
200303,0.23,0.5432,1.2327,0.1886,0.5227,0.9943
200304,0.2288,0.5436,1.2325,0.1871,0.5231,0.995
200305,0.2278,0.5429,1.2323,0.1881,0.5228,0.9922
200306,0.2274,0.542,1.2306,0.1896,0.5225,0.9938
200307,0.2798,0.6161,1.4171,0.2342,0.5796,1.0613
200308,0.2798,0.6166,1.4131,0.2357,0.5791,1.0581
200309,0.2801,0.617,1.4104,0.2372,0.5793,1.0619
200310,0.2805,0.6178,1.43,0.2363,0.5794,1.0656
200311,0.281,0.6185,1.4334,0.2382,0.5801,1.0659
200312,0.2809,0.6182,1.4404,0.2383,0.5796,1.0679
200401,0.2813,0.6182,1.4479,0.2388,0.5792,1.0667
200402,0.2829,0.618,1.4594,0.2386,0.58,1.073
200403,0.2835,0.6173,1.4541,0.2381,0.5797,1.0715
200404,0.2832,0.6179,1.4484,0.238,0.577,1.0704
200405,0.2834,0.6174,1.4482,0.2364,0.5772,1.0738
200406,0.2842,0.6171,1.4516,0.2369,0.5773,1.0805
200407,0.2156,0.4793,0.9095,0.2071,0.4613,0.823
200408,0.2175,0.48,0.9107,0.2088,0.461,0.8227
200409,0.2182,0.48,0.9083,0.2091,0.461,0.8217
200410,0.2166,0.48,0.9067,0.2097,0.4614,0.8171
200411,0.217,0.4789,0.9049,0.21,0.4614,0.816
200412,0.2166,0.4789,0.907,0.2103,0.4617,0.8163
200501,0.2164,0.4785,0.9098,0.2093,0.4622,0.8168
200502,0.2171,0.4788,0.9091,0.2092,0.4627,0.8173
200503,0.2167,0.4789,0.9092,0.2106,0.4623,0.8112
200504,0.2181,0.4794,0.9091,0.2105,0.4631,0.8109
200505,0.2187,0.4792,0.9096,0.2103,0.4632,0.8097
200506,0.2193,0.4785,0.9102,0.2097,0.4627,0.8102
200507,0.2084,0.4423,0.8063,0.2119,0.4441,0.7421
200508,0.2084,0.442,0.8066,0.2115,0.444,0.7425
200509,0.2092,0.4421,0.8068,0.2121,0.4444,0.7406
200510,0.2088,0.4415,0.8054,0.2135,0.4448,0.7399
200511,0.209,0.4412,0.8054,0.2129,0.4456,0.74
200512,0.2084,0.4411,0.8051,0.2133,0.4457,0.7399
200601,0.2081,0.441,0.8055,0.2132,0.4464,0.7404
200602,0.2078,0.4405,0.8064,0.2135,0.4461,0.7402
200603,0.2072,0.4404,0.807,0.2133,0.4457,0.7395
200604,0.2075,0.4397,0.8073,0.2137,0.4455,0.74
200605,0.2079,0.4399,0.8062,0.214,0.4459,0.7403
200606,0.208,0.4405,0.8064,0.2141,0.4462,0.7406
200607,0.2047,0.4479,0.8293,0.2102,0.4578,0.7426
200608,0.204,0.4482,0.8271,0.2115,0.4588,0.7434
200609,0.2041,0.4484,0.8272,0.2112,0.4586,0.7449
200610,0.2048,0.4485,0.8279,0.2112,0.4591,0.746
200611,0.2041,0.4483,0.8294,0.2109,0.4591,0.7447
200612,0.2045,0.4491,0.8291,0.2112,0.459,0.7443
200701,0.2043,0.4485,0.8319,0.2119,0.4592,0.7437
200702,0.2039,0.4486,0.8349,0.2112,0.4591,0.7445
200703,0.2044,0.4487,0.8374,0.2113,0.4598,0.7441
200704,0.204,0.4486,0.8388,0.2113,0.4598,0.7424
200705,0.2026,0.4482,0.8399,0.2113,0.4594,0.7429
200706,0.2029,0.447,0.841,0.2113,0.459,0.742
200707,0.1959,0.4362,0.8016,0.2041,0.4327,0.7482
200708,0.1952,0.4355,0.8008,0.2036,0.432,0.7479
200709,0.1948,0.4352,0.7963,0.2037,0.4313,0.7458
200710,0.1949,0.4352,0.793,0.2036,0.4315,0.7471
200711,0.1952,0.4349,0.7913,0.2024,0.4295,0.7434
200712,0.1948,0.4339,0.7891,0.2033,0.4286,0.7438
200801,0.1953,0.434,0.789,0.2035,0.4285,0.743
200802,0.1963,0.4344,0.7891,0.2046,0.4291,0.7394
200803,0.1968,0.4344,0.7887,0.2054,0.4281,0.7401
200804,0.1977,0.4336,0.7907,0.2057,0.4271,0.7427
200805,0.1985,0.4338,0.7913,0.2053,0.4277,0.7426
200806,0.198,0.4337,0.7923,0.2046,0.427,0.7438
200807,0.197,0.4849,1.0428,0.2065,0.4721,0.855
200808,0.1972,0.4856,1.0442,0.2069,0.4712,0.8516
200809,0.1979,0.4857,1.0504,0.2071,0.4704,0.849
200810,0.1986,0.4879,1.0359,0.208,0.4688,0.8427
200811,0.1993,0.4898,1.0211,0.2094,0.466,0.8496
200812,0.2001,0.4915,1.0085,0.211,0.464,0.8514
200901,0.1991,0.4899,1.0108,0.2109,0.4621,0.8443
200902,0.1983,0.4874,1.002,0.2091,0.4626,0.8457
200903,0.1987,0.4864,0.9921,0.2087,0.4609,0.8496
200904,0.1984,0.4854,1.0041,0.208,0.4612,0.8449
200905,0.1981,0.4846,1.015,0.2075,0.4634,0.8481
200906,0.1979,0.484,1.0171,0.2072,0.4634,0.8475
200907,0.318,0.7614,2.0278,0.2904,0.7096,1.5514
200908,0.3187,0.7638,2.0516,0.2919,0.7089,1.5416
200909,0.319,0.7656,2.1029,0.293,0.7104,1.5662
200910,0.3176,0.766,2.1336,0.2915,0.7105,1.5672
200911,0.3199,0.7638,2.1013,0.2909,0.7094,1.5547
200912,0.3188,0.7636,2.1252,0.2909,0.7095,1.5599
201001,0.3192,0.7632,2.1528,0.2917,0.7107,1.555
201002,0.3187,0.7635,2.1451,0.2905,0.7123,1.5694
201003,0.3188,0.7643,2.1573,0.291,0.7133,1.5773
201004,0.3173,0.7648,2.1823,0.2911,0.7134,1.5904
201005,0.3166,0.7656,2.2137,0.2913,0.7123,1.5943
201006,0.317,0.7629,2.2011,0.2911,0.7104,1.5963
201007,0.2466,0.5924,1.2896,0.2459,0.5857,1.1416
201008,0.2466,0.5918,1.2915,0.2454,0.587,1.1442
201009,0.2465,0.5912,1.289,0.245,0.5855,1.1345
201010,0.2464,0.5907,1.2857,0.2445,0.586,1.1379
201011,0.2467,0.5895,1.2807,0.2439,0.5858,1.1367
201012,0.2489,0.5898,1.2737,0.2447,0.5855,1.134
201101,0.2485,0.5902,1.2816,0.2449,0.5863,1.1485
201102,0.2481,0.5905,1.2792,0.2457,0.5867,1.1452
201103,0.2489,0.5904,1.2813,0.2452,0.5856,1.1366
201104,0.2494,0.59,1.2775,0.2443,0.5847,1.1321
201105,0.2496,0.5903,1.2724,0.2444,0.5839,1.1306
201106,0.2498,0.589,1.2702,0.2435,0.5838,1.1266
201107,0.2192,0.5282,1.0694,0.2231,0.5102,0.9585
201108,0.2182,0.5283,1.066,0.2219,0.5092,0.9535
201109,0.2186,0.5291,1.0594,0.2219,0.5102,0.9457
201110,0.2176,0.5301,1.0568,0.2218,0.5098,0.9356
201111,0.2182,0.5298,1.0526,0.2223,0.5086,0.9388
201112,0.2174,0.5302,1.0492,0.2225,0.5082,0.9307
201201,0.2195,0.5309,1.0517,0.223,0.5095,0.9285
201202,0.2179,0.5299,1.0545,0.2215,0.5081,0.9361
201203,0.2176,0.53,1.0545,0.2205,0.5087,0.9372
201204,0.2172,0.5305,1.0546,0.2199,0.5092,0.9416
201205,0.2171,0.5305,1.0569,0.2188,0.5089,0.9353
201206,0.2168,0.531,1.0543,0.2197,0.5108,0.928
201207,0.2403,0.5898,1.2773,0.2492,0.5757,1.3611
201208,0.2419,0.5894,1.2754,0.2497,0.5753,1.3455
201209,0.2437,0.5889,1.2777,0.2495,0.5744,1.3603
201210,0.2434,0.5893,1.284,0.2496,0.5746,1.3698
201211,0.2462,0.589,1.2866,0.251,0.575,1.3882
201212,0.2464,0.5889,1.2778,0.2502,0.5743,1.3861
201301,0.2462,0.5888,1.28,0.251,0.575,1.4121
201302,0.2452,0.5913,1.2843,0.2516,0.5754,1.4032
201303,0.246,0.5919,1.2889,0.252,0.5762,1.3967
201304,0.2459,0.5919,1.291,0.2519,0.5766,1.4025
201305,0.2461,0.592,1.2945,0.2519,0.5764,1.4059
201306,0.2462,0.5914,1.2967,0.2525,0.5761,1.4194
201307,0.2201,0.5522,1.1129,0.2315,0.5211,1.1583
201308,0.2198,0.5519,1.1131,0.2311,0.5217,1.1634
201309,0.2195,0.5511,1.1143,0.2311,0.5215,1.1641
201310,0.219,0.5511,1.1145,0.2303,0.5218,1.1638
201311,0.2197,0.5504,1.1143,0.2302,0.5215,1.1652
201312,0.2193,0.5505,1.1138,0.2303,0.5211,1.1732
201401,0.2196,0.5505,1.112,0.2301,0.5205,1.1711
201402,0.2175,0.5505,1.1148,0.2303,0.5196,1.1714
201403,0.217,0.5505,1.1131,0.2301,0.5193,1.1703
201404,0.2191,0.5507,1.1167,0.2315,0.5204,1.1662
201405,0.2209,0.5511,1.1142,0.2318,0.5211,1.1605
201406,0.2205,0.5509,1.1131,0.2315,0.521,1.1575
201407,0.1688,0.4348,0.8881,0.1913,0.4164,0.8529
201408,0.1681,0.4352,0.8889,0.1916,0.4167,0.8538
201409,0.1682,0.4353,0.8886,0.1908,0.416,0.8553
201410,0.1677,0.4349,0.8851,0.191,0.4156,0.8584
201411,0.1687,0.4348,0.8778,0.1909,0.415,0.8578
201412,0.1686,0.4347,0.8793,0.191,0.4149,0.8575
201501,0.1693,0.4346,0.8786,0.191,0.4145,0.8585
201502,0.1679,0.4341,0.8774,0.1899,0.4146,0.8516
201503,0.1681,0.434,0.8817,0.1897,0.4147,0.856
201504,0.1683,0.4341,0.879,0.1895,0.4143,0.8557
201505,0.1682,0.4342,0.8795,0.1895,0.4149,0.8574
201506,0.168,0.4322,0.8783,0.1887,0.4149,0.8601
201507,0.1581,0.4431,0.9598,0.1615,0.403,0.8834
201508,0.1582,0.4433,0.9457,0.1606,0.4016,0.8834
201509,0.16,0.4435,0.9493,0.1605,0.4029,0.882
201510,0.1614,0.4446,0.9364,0.1608,0.4036,0.8788
201511,0.1616,0.4442,0.9399,0.1605,0.4026,0.8811
201512,0.1609,0.444,0.9339,0.1606,0.4035,0.8833
201601,0.1603,0.4444,0.9287,0.1604,0.4033,0.8829
201602,0.1631,0.4449,0.9227,0.1619,0.4046,0.8738
201603,0.1639,0.4447,0.9242,0.1618,0.404,0.8657
201604,0.1637,0.4449,0.9306,0.1618,0.4043,0.867
201605,0.1624,0.4457,0.936,0.161,0.4053,0.8717
201606,0.162,0.4457,0.9311,0.1612,0.405,0.8742
201607,0.1838,0.4885,1.1394,0.1655,0.4523,0.9991
201608,0.1834,0.4874,1.136,0.1656,0.4513,1.0039
201609,0.1838,0.4884,1.1417,0.1662,0.4517,1.007
201610,0.182,0.4884,1.1448,0.1662,0.4513,1.0088
201611,0.1836,0.4892,1.1365,0.167,0.4523,1.0078
201612,0.1841,0.4917,1.1163,0.1673,0.4528,1.0167
201701,0.1857,0.4908,1.109,0.1673,0.4546,1.0156
201702,0.1844,0.4899,1.1107,0.1673,0.4543,1.0147
201703,0.183,0.4902,1.1068,0.1674,0.4538,1.0147
201704,0.1833,0.4893,1.1018,0.1674,0.4533,1.0141
201705,0.1834,0.4888,1.0967,0.1673,0.4525,1.0132
201706,0.1822,0.4883,1.0939,0.1672,0.452,1.013
201707,0.1737,0.4299,0.9132,0.1583,0.389,0.8086
201708,0.1741,0.4298,0.9092,0.1581,0.3892,0.8094
201709,0.1738,0.4291,0.9112,0.1581,0.3886,0.8079
201710,0.1743,0.4298,0.9045,0.1575,0.3887,0.8088
201711,0.1742,0.4295,0.9028,0.1569,0.3871,0.8108
201712,0.174,0.4285,0.9031,0.1566,0.3873,0.81
201801,0.1746,0.4276,0.9053,0.1564,0.3865,0.8097
201802,0.1745,0.4268,0.9061,0.154,0.3848,0.8094
201803,0.1744,0.4263,0.9012,0.1533,0.3845,0.8113
201804,0.1741,0.4264,0.8985,0.1536,0.3863,0.8095
201805,0.1736,0.4261,0.9013,0.1535,0.3867,0.8098
201806,0.1729,0.4259,0.9029,0.1536,0.3867,0.8077
201807,0.1584,0.4181,0.9311,0.1399,0.4102,0.7613
201808,0.1589,0.4173,0.9322,0.1401,0.4091,0.7609
201809,0.1583,0.4161,0.933,0.139,0.4084,0.7613
201810,0.1584,0.4153,0.9393,0.1387,0.4071,0.7615
201811,0.1595,0.417,0.9386,0.1407,0.4085,0.7583
201812,0.1597,0.4164,0.9344,0.1403,0.4078,0.7566
201901,0.1601,0.4155,0.939,0.1403,0.4074,0.7545
201902,0.1592,0.4151,0.9393,0.1396,0.4076,0.7577
201903,0.1592,0.4141,0.925,0.1385,0.4069,0.7573
201904,0.1588,0.4131,0.9274,0.1382,0.4063,0.7563
201905,0.1594,0.414,0.9233,0.138,0.4057,0.7568
201906,0.1591,0.4135,0.9168,0.1382,0.4057,0.7569
201907,0.1863,0.5365,1.2121,0.1594,0.5546,1.1087
201908,0.1862,0.5352,1.2044,0.1598,0.5547,1.1108
201909,0.1849,0.5345,1.1964,0.1587,0.5543,1.1048
201910,0.1861,0.5355,1.1956,0.1596,0.555,1.1038
201911,0.1856,0.5346,1.1902,0.1595,0.5546,1.1008
201912,0.1825,0.5342,1.1868,0.1597,0.5548,1.1011
202001,0.182,0.5341,1.2008,0.1594,0.5549,1.1004
202002,0.1815,0.5328,1.1812,0.1577,0.5506,1.1006
202003,0.181,0.5313,1.1804,0.1574,0.5496,1.0957
202004,0.1813,0.5308,1.1705,0.1569,0.5448,1.0928
202005,0.1792,0.5297,1.1856,0.1561,0.5449,1.0953
202006,0.1792,0.528,1.1877,0.156,0.5418,1.1002
202007,0.1642,0.4626,1.1351,0.1252,0.4527,0.8969
202008,0.1661,0.4626,1.1404,0.1245,0.4505,0.8961
202009,0.1649,0.4624,1.1485,0.1227,0.4485,0.8938
202010,0.165,0.4626,1.1536,0.1232,0.4466,0.8906
202011,0.1656,0.4611,1.149,0.1248,0.4468,0.8954
202012,0.165,0.462,1.1554,0.1245,0.4483,0.8973
202101,0.1651,0.4617,1.1514,0.1232,0.4479,0.8962
202102,0.1622,0.4619,1.2076,0.1239,0.4494,0.8976
202103,0.1635,0.4612,1.1724,0.1248,0.4517,0.9005
202104,0.1654,0.463,1.1841,0.1261,0.4525,0.8991
202105,0.1649,0.4612,1.1832,0.1259,0.4528,0.8985
202106,0.1647,0.4616,1.2086,0.1268,0.4538,0.9002
202107,0.1347,0.4263,1.208,0.0997,0.4187,0.9681
202108,0.1352,0.4253,1.197,0.0999,0.4176,0.9668
202109,0.1358,0.4261,1.2045,0.1,0.4175,0.9702
202110,0.1366,0.4277,1.2138,0.0997,0.4199,0.9722
202111,0.1357,0.4284,1.2198,0.0987,0.4206,0.971
202112,0.1361,0.4285,1.2137,0.0971,0.4194,0.9674
202201,0.137,0.43,1.213,0.0983,0.4183,0.9643
202202,0.1375,0.4327,1.2258,0.0988,0.4206,0.9651
202203,0.1371,0.4338,1.234,0.0984,0.4208,0.9662
202204,0.1369,0.4338,1.2465,0.0982,0.4205,0.9629
202205,0.1373,0.4347,1.2449,0.0994,0.4215,0.9633
202206,0.1377,0.4361,1.2505,0.1002,0.4238,0.9644
202207,0.1274,0.3692,0.949,0.0897,0.3814,0.7856
202208,0.1277,0.3689,0.9485,0.088,0.3814,0.7825
202209,0.1266,0.3695,0.9553,0.0883,0.382,0.7821
202210,0.1277,0.3688,0.9518,0.0889,0.3804,0.7809
202211,0.1292,0.3702,0.9659,0.0889,0.3803,0.78
202212,0.1278,0.3699,0.9622,0.0898,0.3809,0.7797
202301,0.1279,0.37,0.9691,0.091,0.3801,0.7783
202302,0.1281,0.3679,0.9712,0.0895,0.3811,0.7811
202303,0.1277,0.3681,0.9803,0.0885,0.3814,0.7824
202304,0.1274,0.3666,0.9684,0.0875,0.3798,0.7763
202305,0.1279,0.3663,0.9784,0.0878,0.3806,0.7761
202306,0.1278,0.3666,0.9733,0.0862,0.3799,0.7777
202307,0.1681,0.486,1.1859,0.1257,0.4915,1.0156
202308,0.1672,0.487,1.1865,0.1265,0.4921,1.0138
202309,0.1675,0.4867,1.1956,0.1263,0.4916,1.0092
202310,0.1686,0.4873,1.1961,0.1269,0.493,1.007
202311,0.169,0.4881,1.1877,0.1262,0.4938,1.0043
202312,0.1679,0.4884,1.1848,0.1249,0.4946,1.0077
202401,0.1668,0.4893,1.18,0.1255,0.4947,1.0109
202402,0.1666,0.4888,1.1691,0.125,0.496,1.0168
202403,0.1693,0.4885,1.1783,0.1248,0.4955,1.0133
202404,0.1695,0.49,1.191,0.1261,0.4958,1.0149
202405,0.1698,0.4905,1.1869,0.127,0.4953,1.0165
202406,0.1691,0.4921,1.1894,0.1254,0.4961,1.0137
202407,0.1563,0.4504,1.3904,0.1019,0.4574,0.9053
202408,0.1569,0.4521,1.3432,0.1024,0.4576,0.9036
202409,0.1575,0.451,1.293,0.102,0.4571,0.8981